,movie_id,release_date,title,tags
18,41154,2012-05-23,Men in Black 3,"Action Comedy ScienceFiction WillSmith timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory AmblinEntertainment MediaMagikEntertainment ImagenationAbuDhabiFZ HemisphereMediaCapital Parkes/MacDonaldProductions UnitedStatesofAmerica BarrySonnenfeldAgents J ( Will Smith ) and K ( Tommy Lee Jones ) are back ... in time . J ha seen some inexplicable thing in his 15 year with the Men in Black , but nothing , not even alien , perplexes him a much a his wry , reticent partner . But when K 's life and the fate of the planet are put at stake , Agent J will have to travel back in time to put thing right . J discovers that there are secret to the universe that K never told him - secret that will reveal themselves a he team up with the young Agent K ( Josh Brolin ) to save his partner , the agency , and the future of humankind ."
19,122917,2014-12-10,The Hobbit: The Battle of the Five Armies,"Action Adventure Fantasy MartinFreeman corruption elf dwarf orcs middle-earth ( tolkien ) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery WingNutFilms NewLineCinema WarnerBros.Pictures 3Foot7 Metro-Goldwyn-Mayer ( MGM ) NewZealand UnitedStatesofAmerica PeterJacksonImmediately after the event of The Desolation of Smaug , Bilbo and the dwarf try to defend Erebor 's mountain of treasure from others who claim it : the men of the ruined Laketown and the elf of Mirkwood . Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor , fueled by the rise of the dark lord Sauron . Dwarves , elf and men must unite , and the hope for Middle-Earth fall into Bilbo 's hand ."
20,1930,2012-06-27,The Amazing Spider-Man,"Action Adventure Fantasy AndrewGarfield lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpower geneticengineering socialoutcast duringcreditsstinger ColumbiaPictures LauraZiskinProductions MarvelEntertainment UnitedStatesofAmerica MarcWebb TrishaBurtonPeter Parker is an outcast high schooler abandoned by his parent a a boy , leaving him to be raised by his Uncle Ben and Aunt May . Like most teenager , Peter is trying to figure out who he is and how he got to be the person he is today . As Peter discovers a mysterious briefcase that belonged to his father , he begin a quest to understand his parent ' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors , his father 's former partner . As Spider-Man is set on a collision course with Connors ' alter ego , The Lizard , Peter will make life-altering choice to use his power and shape his destiny to become a hero ."
21,20662,2010-05-12,Robin Hood,"Action Adventure RussellCrowe robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland ImagineEntertainment UniversalPictures ScottFreeProductions RelativityMedia UnitedKingdom UnitedStatesofAmerica RidleyScott ElizabethWestWhen soldier Robin happens upon the dying Robert of Loxley , he promise to return the man 's sword to his family in Nottingham . There , he assumes Robert 's identity ; romance his widow , Marion ; and draw the ire of the town 's sheriff and King John 's henchman , Godfrey ."
22,57158,2013-12-11,The Hobbit: The Desolation of Smaug,"Adventure Fantasy MartinFreeman elf dwarf orcs hobbit dragon wizard swordandsorcery WingNutFilms NewLineCinema WarnerBros.Pictures Metro-Goldwyn-Mayer ( MGM ) NewZealand UnitedStatesofAmerica PeterJackson CarolynneCunningham VictoriaSullivan VeroniqueLawrenceThe Dwarves , Bilbo and Gandalf have successfully escaped the Misty Mountains , and Bilbo ha gained the One Ring . They all continue their journey to get their gold back from the Dragon , Smaug ."
23,2268,2007-12-04,The Golden Compass,"Adventure Fantasy DakotaBlueRichards england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel NewLineCinema IngeniousFilmPartners DepthofField ScholasticProductions UnitedKingdom UnitedStatesofAmerica ChrisWeitz NikkiClappAfter overhearing a shocking secret , precocious orphan Lyra Belacqua trade her carefree existence roaming the hall of Jordan College for an otherworldly adventure in the far North , unaware that it 's part of her destiny ."
24,254,2005-12-14,King Kong,"Adventure Drama Action NaomiWatts filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur WingNutFilms UniversalPictures BigPrimatePictures MFPVFilm NewZealand UnitedStatesofAmerica Germany PeterJackson MerrinRuck VictoriaSullivanIn 1933 New York , an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island , where they encounter Kong , a giant ape who is immediately smitten with the leading lady ."
25,597,1997-11-18,Titanic,"Drama Romance Thriller KateWinslet shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s ParamountPictures TwentiethCenturyFoxFilmCorporation LightstormEntertainment UnitedStatesofAmerica JamesCameron84 year later , a 101-year-old woman named Rose DeWitt Bukater tell the story to her granddaughter Lizzy Calvert , Brock Lovett , Lewis Bodine , Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912 , on a ship called Titanic when young Rose board the departing ship with the upper-class passenger and her mother , Ruth DeWitt Bukater , and her fiancé , Caledon Hockley . Meanwhile , a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class ticket to the ship in a game . And she explains the whole story from departure until the death of Titanic on it first and last voyage April 15th , 1912 at 2:20 in the morning ."
26,271110,2016-04-27,Captain America: Civil War,"Adventure Action ScienceFiction ChrisEvans civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d StudioBabelsberg MarvelStudios WaltDisneyStudiosMotionPictures Vita-RayDutchProductions ( III ) DeluxeDigitalStudios UnitedStatesofAmerica AnthonyRusso JoeRusso JoeRussoFollowing the event of Age of Ultron , the collective government of the world pas an act designed to regulate all superhuman activity . This polarizes opinion amongst the Avengers , causing two faction to side with Iron Man or Captain America , which cause an epic battle between former ally ."
27,44833,2012-04-11,Battleship,"Thriller Action Adventure ScienceFiction TaylorKitsch fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri UniversalPictures Hasbro BluegrassFilms Film44 UnitedStatesofAmerica PeterBergWhen mankind beam a radio signal into space , a reply come from ‘ Planet G ’ , in the form of several alien craft that splash down in the water off Hawaii . Lieutenant Alex Hopper is a weapon officer assigned to the USS John Paul Jones , part of an international naval coalition which becomes the world 's last hope for survival a they engage the hostile alien force of unimaginable strength . While taking on the invader , Hopper must also try to live up to the potential his brother , and his fiancée 's father , Admiral Shane , expect of him ."
28,135397,2015-06-09,Jurassic World,"Action Adventure ScienceFiction Thriller ChrisPratt monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror UniversalStudios AmblinEntertainment LegendaryPictures FujiTelevisionNetwork Dentsu UnitedStatesofAmerica ColinTrevorrow ChrisCastaldi ScottKoche JoyceMcCarthy NathanParker StocktonDavidPorter ZackSmith SpencerTaylorTwenty-two year after the event of Jurassic Park , Isla Nublar now feature a fully functioning dinosaur theme park , Jurassic World , a originally envisioned by John Hammond ."
29,37724,2012-10-25,Skyfall,"Action Adventure Thriller DanielCraig spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao ColumbiaPictures UnitedKingdom UnitedStatesofAmerica SamMendes Jayne-AnnTenggrenWhen Bond 's latest assignment go gravely wrong and agent around the world are exposed , MI6 is attacked forcing M to relocate the agency . These event cause her authority and position to be challenged by Gareth Mallory , the new Chairman of the Intelligence and Security Committee . With MI6 now compromised from both inside and out , M is left with one ally she can trust : Bond . 007 take to the shadow - aided only by field agent , Eve - following a trail to the mysterious Silva , whose lethal and hidden motif have yet to reveal themselves ."
30,558,2004-06-25,Spider-Man 2,"Action Adventure Fantasy TobeyMaguire dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain ColumbiaPictures LauraZiskinProductions MarvelEnterprises UnitedStatesofAmerica SamRaimi EricHeffron TrudyRamirezPeter Parker is going through a major identity crisis . Burned out from being Spider-Man , he decides to shelve his superhero alter ego , which leaf the city suffering in the wake of carnage left by the evil Doc Ock . In the meantime , Parker still ca n't act on his feeling for Mary Jane Watson , a girl he 's loved since childhood ."
31,68721,2013-04-18,Iron Man 3,"Action Adventure ScienceFiction RobertDowneyJr . terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis MarvelStudios China UnitedStatesofAmerica ShaneBlackWhen Tony Stark 's world is torn apart by a formidable terrorist called the Mandarin , he start an odyssey of rebuilding and retribution ."
32,12155,2010-03-03,Alice in Wonderland,"Family Fantasy Adventure MiaWasikowska basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d WaltDisneyPictures TeamTodd TimBurtonProductions RothFilms ZanuckCompany , The UnitedStatesofAmerica TimBurton AdamHolmes HaraldKrautAlice , an unpretentious and individual 19-year-old , is betrothed to a dunce of an English nobleman . At her engagement party , she escape the crowd to consider whether to go through with the marriage and fall down a hole in the garden after spotting an unusual rabbit . Arriving in a strange and surreal place called 'Underland , ' she find herself in a world that resembles the nightmare she had a a child , filled with talking animal , villainous queen and knight , and frumious bandersnatches . Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne ."
33,36668,2006-05-24,X-Men: The Last Stand,"Adventure Action ScienceFiction Thriller HughJackman mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment MajorStudioPartners BadHatHarryProductions thinkfilm MarvelEnterprises X3CanadaProductions X3USProductions XM3Service Canada UnitedKingdom UnitedStatesofAmerica BrettRatnerWhen a cure is found to treat mutation , line are drawn amongst the X-Men and The Brotherhood , a band of powerful mutant organized under Xavier 's former ally , Magneto ."
34,62211,2013-06-20,Monsters University,Animation Family BillyCrystal monster dormitory game animation bestfriend university scary aftercreditsstinger WaltDisneyPictures PixarAnimationStudios UnitedStatesofAmerica DanScanlonA look at the relationship between Mike and Sulley during their day at Monsters University — when they were n't necessarily the best of friend .
35,8373,2009-06-19,Transformers: Revenge of the Fallen,"ScienceFiction Action Adventure ShiaLaBeouf egypt sun chaos symbol artifact transformer tank robot imax duringcreditsstinger ParamountPictures DreamWorksSKG AmblinEntertainment DiBonaventuraPictures PlatinumDunes HasbroStudios RevolutionSunStudios UnitedStatesofAmerica MichaelBay KarenGoldenSam Witwicky leaf the Autobots behind for a normal life . But when his mind is filled with cryptic symbol , the Decepticons target him and he is dragged back into the Transformers ' war ."
36,91314,2014-06-25,Transformers: Age of Extinction,"ScienceFiction Action Adventure MarkWahlberg sequel alien transformer giantrobot robot imax transformingrobot ParamountPictures AmblinEntertainment DiBonaventuraPictures PlatinumDunes ChinaMovieChannel HasbroStudios IanBryceProductions RevolutionSunStudios UnitedStatesofAmerica MichaelBay AliciaAccardo WeichengJiangAs humanity pick up the piece , following the conclusion of `` Transformers : Dark of the Moon , '' Autobots and Decepticons have all but vanished from the face of the planet . However , a group of powerful , ingenious businessman and scientist attempt to learn from past Transformer incursion and push the boundary of technology beyond what they can control - all while an ancient , powerful Transformer menace set Earth in his cross-hairs ."
37,68728,2013-03-07,Oz: The Great and Powerful,"Fantasy Adventure Family JamesFranco circus witch magic hope illusion lost magictrick wizard 3d WaltDisneyPictures RothFilms UnitedStatesofAmerica SamRaimi DanielEricksonOscar Diggs , a small-time circus illusionist and con-artist , is whisked from Kansas to the Land of Oz where the inhabitant assume he 's the great wizard of prophecy , there to save Oz from the clutch of evil ."
38,102382,2014-04-16,The Amazing Spider-Man 2,"Action Adventure Fantasy AndrewGarfield obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpower ColumbiaPictures MarvelEnterprises AviAradProductions MattTolmachProductions UnitedStatesofAmerica MarcWebb WendyLeeRobertsFor Peter Parker , life is busy . Between taking out the bad guy a Spider-Man and spending time with the person he love , Gwen Stacy , high school graduation can not come quickly enough . Peter ha not forgotten about the promise he made to Gwen ’ s father to protect her by staying away , but that is a promise he can not keep . Things will change for Peter when a new villain , Electro , emerges , an old friend , Harry Osborn , return , and Peter uncovers new clue about his past ."
39,20526,2010-12-10,TRON: Legacy,"Adventure Action ScienceFiction GarrettHedlund artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy WaltDisneyPictures LivePlanet PranaStudios SeanBaileyProductions RevolutionSunStudios KontseptFilmCompany UnitedStatesofAmerica JosephKosinskiSam Flynn , the tech-savvy and daring son of Kevin Flynn , investigates his father 's disappearance and is pulled into The Grid . With the help of a mysterious program named Quorra , Sam quest to stop evil dictator Clu from crossing into the real world ."
40,49013,2011-06-11,Cars 2,Animation Family Adventure Comedy OwenWilson carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger WaltDisneyPictures PixarAnimationStudios UnitedStatesofAmerica JohnLasseter NathanStanton BradLewis VictoriaR.ManleyStar race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race . But the road to the championship becomes rocky a Mater get caught up in an intriguing adventure of his own : international espionage .
41,44912,2011-06-16,Green Lantern,"Adventure Action Thriller ScienceFiction RyanReynolds dccomics transformation superhero alien alieninfection magicalobject protector superpower origin 3d DeLinePictures WarnerBros . DCEntertainment UnitedStatesofAmerica MartinCampbell AnnaRane PamFullerFor century , a small but powerful force of warrior called the Green Lantern Corps ha sworn to keep intergalactic order . Each Green Lantern wear a ring that grant him superpower . But when a new enemy called Parallax threatens to destroy the balance of power in the Universe , their fate and the fate of Earth lie in the hand of the first human ever recruited ."
42,10193,2010-06-16,Toy Story 3,"Animation Family Comedy TomHanks hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory WaltDisneyPictures PixarAnimationStudios UnitedStatesofAmerica LeeUnkrich MarkSanford AndrewCadelagoWoody , Buzz , and the rest of Andy 's toy have n't been played with in year . With Andy about to go to college , the gang find themselves accidentally left at a nefarious day care center . The toy must band together to escape and return home to Andy ."
43,534,2009-05-20,Terminator Salvation,"Action ScienceFiction Thriller ChristianBale savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles ColumbiaPictures TheHalcyonCompany WonderlandSoundandVision WarnerBros . Germany Italy UnitedKingdom UnitedStatesofAmerica McG TrudyRamirezAll grown up in post-apocalyptic 2018 , John Connor must lead the resistance of human against the increasingly dominating militaristic robot . But when Marcus Wright appears , his existence confuses the mission a Connor try to determine whether Wright ha come from the future or the past -- and whether he 's friend or foe ."
44,168259,2015-04-01,Furious 7,"Action VinDiesel carrace speed revenge suspense car race musclecar UniversalPictures OriginalFilm FujiTelevisionNetwork Dentsu OneRaceFilms ChinaFilmCo . QuébecProductionServicesTaxCredit MediaRightsCapital ( MRC ) AbuDhabiFilmCommission ColoradoOfficeofFilm , Television & Media Japan UnitedStatesofAmerica JamesWan JodyBlose BrendaK.WachelDeckard Shaw seek revenge against Dominic Toretto and his family for his comatose brother ."
45,72190,2013-06-20,World War Z,"Action Drama Horror ScienceFiction Thriller BradPitt dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse ParamountPictures GKFilms SkydanceProductions HemisphereMediaCapital ApparatusProductions LatinaPictures 2DUX² UnitedStatesofAmerica Malta MarcForster ZoeMorganLife for former United Nations investigator Gerry Lane and his family seems content . Suddenly , the world is plagued by a mysterious infection turning whole human population into rampaging mindless zombie . After barely escaping the chaos , Lane is persuaded to go on a mission to investigate this disease . What follows is a perilous trek around the world where Lane must brave horrific danger and long odds to find answer before human civilization fall ."
46,127585,2014-05-15,X-Men: Days of Future Past,Action Adventure Fantasy ScienceFiction HughJackman 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture TwentiethCenturyFoxFilmCorporation Donners'Company MarvelEntertainment BadHatHarryProductions TSGEntertainment DownProductions RevolutionSunStudios UnitedKingdom UnitedStatesofAmerica BryanSinger MilenaPopovic ChristineWilsonThe ultimate X-Men ensemble fight a war for the survival of the specie across two time period a they join force with their younger self in an epic battle that must change the past – to save our future .
47,54138,2013-05-05,Star Trek Into Darkness,"Action Adventure ScienceFiction ChrisPine spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d ParamountPictures SkydanceProductions BadRobot Kurtzman/Orci UnitedStatesofAmerica J.J.Abrams DawnGilliam VanessaMeierWhen the crew of the Enterprise is called back home , they find an unstoppable force of terror from within their own organization ha detonated the fleet and everything it stand for , leaving our world in a state of crisis . With a personal score to settle , Captain Kirk lead a manhunt to a war-zone world to capture a one man weapon of mass destruction . As our hero are propelled into an epic chess game of life and death , love will be challenged , friendship will be torn apart , and sacrifice must be made for the only family Kirk ha left : his crew ."
48,81005,2013-02-27,Jack the Giant Slayer,"Action Family Fantasy NicholasHoult basedonfairytale giant NewLineCinema OriginalFilm LegendaryPictures WarnerBros . BigKidPictures BadHatHarryProductions UnitedStatesofAmerica BryanSinger JulieBrownThe story of an ancient war that is reignited when a young farmhand unwittingly open a gateway between our world and a fearsome race of giant . Unleashed on the Earth for the first time in century , the giant strive to reclaim the land they once lost , forcing the young man , Jack into the battle of his life to stop them . Fighting for a kingdom , it people , and the love of a brave princess , he come face to face with the unstoppable warrior he thought only existed in legend–and get the chance to become a legend himself ."
49,64682,2013-05-10,The Great Gatsby,"Drama Romance LeonardoDiCaprio basedonnovel infidelity obsession hope 3d VillageRoadshowPictures BazmarkFilms WarnerBros . A & ETelevisionNetworks RedWagonEntertainment SpectrumFilms UnitedStatesofAmerica Australia BazLuhrmannAn adaptation of F. Scott Fitzgerald 's Long Island-set novel , where Midwesterner Nick Carraway is lured into the lavish world of his neighbor , Jay Gatsby . Soon enough , however , Carraway will see through the crack of Gatsby 's nouveau riche existence , where obsession , madness , and tragedy await ."
